User ID,Age,Gender,Country,Daily Social Media Time (hrs),Daily Entertainment Time (hrs),Social Media Platforms Used,Primary Platform,Daily Messaging Time (hrs),Daily Video Content Time (hrs),Daily Gaming Time (hrs),Occupation,Marital Status,Monthly Income (USD),Device Type,Internet Speed (Mbps),Subscription Platforms,Average Sleep Time (hrs),Physical Activity Time (hrs),Reading Time (hrs),Work/Study Time (hrs),Screen Time (hrs),Notifications Received Daily,Daily Music Listening Time (hrs),Preferred Content Type,Primary Social Media Goal,Preferred Entertainment Platform,Time Spent in Online Communities (hrs),Social Media Fatigue Level (scale 1-10),News Consumption Time (hrs),Ad Interaction Count,Time on Educational Platforms (hrs),Parental Status,Tech Savviness Level (scale 1-10),Preferred Device for Entertainment,Data Plan Used,Digital Well-being Awareness,Sleep Quality (scale 1-10),Social Isolation Feeling (scale 1-10),Monthly Expenditure on Entertainment (USD)
527,34,Male,Australia,7.14,2.58,5,YouTube,0.48,5.19,0.11,Professional,Divorced,9955.35,Smartphone,48.88,4,4.81,1.72,2.9,1.73,5.96,59,1.59,Series,Networking,Netflix,2.1,7,0.22,42,0.05,Yes,8,Smart TV,50GB,High,2,3,373.62
528,27,Female,Germany,5.36,8.48,4,Instagram,4.96,2.34,0.32,Unemployed,Single,4351.81,Smartphone,6.78,3,4.24,1.43,2.23,8.24,7.98,63,1.68,News,Education,Spotify,3.24,6,1.52,15,0.24,No,6,Tablet,50GB,High,7,1,166.52
529,15,Male,UK,6.55,2.48,1,Instagram,4.66,1.83,2.1,Retired,Divorced,7645.1,Tablet,18.91,3,7.87,2.26,1.8,1.74,6.12,104,2.22,Movies,Entertainment,Amazon Prime,0.78,2,0.06,5,2.56,Yes,9,Smart TV,Unlimited,Moderate,5,7,141.34
530,57,Female,Canada,4.14,3.0,5,YouTube,4.9,5.93,3.24,Student,Widowed,7106.95,Tablet,86.94,5,6.45,1.25,0.8,2.44,6.71,39,2.73,Movies,Education,YouTube,1.76,6,1.38,27,2.45,No,1,Smartphone,Unlimited,Low,8,6,109.88
531,55,Female,Australia,1.65,2.54,3,TikTok,4.1,3.44,3.2,Student,Single,2915.79,PC,63.0,4,6.49,1.34,0.64,1.98,10.1,107,1.68,Short Videos,Networking,Amazon Prime,3.44,9,2.84,47,4.08,No,5,Tablet,10GB,Moderate,6,2,420.65
532,64,Other,UK,3.83,2.55,5,Instagram,4.27,1.53,2.2,Professional,Divorced,5422.22,PC,13.64,5,6.56,2.27,2.37,7.51,3.84,195,4.53,Movies,Education,Netflix,0.39,8,0.96,9,0.93,No,8,Smartphone,10GB,Low,1,7,484.7
533,64,Male,Canada,2.34,7.1,2,TikTok,4.57,2.9,3.15,Student,Divorced,8724.59,PC,37.4,0,8.94,1.8,3.12,4.52,11.01,142,2.65,Series,Education,Netflix,1.05,6,1.48,17,0.78,Yes,1,Smart TV,10GB,High,9,1,492.89
534,41,Female,Australia,5.03,9.83,5,Instagram,0.45,3.89,0.65,Professional,Divorced,5668.97,PC,80.74,5,6.59,0.95,0.71,0.48,3.8,53,1.34,Series,Education,Netflix,3.0,5,1.33,13,0.48,Yes,2,Tablet,10GB,Low,2,5,214.54
535,52,Female,Germany,5.46,7.0,1,Twitter,4.26,1.15,3.35,Student,Divorced,6210.27,PC,47.46,2,8.41,0.92,0.14,7.9,6.87,131,4.33,News,Networking,YouTube,1.14,1,1.24,40,2.22,No,8,PC,10GB,Moderate,6,2,8.06
536,62,Male,USA,3.72,7.94,5,Facebook,1.02,6.13,1.95,Professional,Single,4558.64,PC,85.44,4,8.68,0.11,3.67,1.23,11.49,92,1.3,News,Entertainment,Amazon Prime,3.01,5,0.7,32,4.08,Yes,3,Tablet,50GB,High,2,1,52.58
537,57,Female,UK,2.08,1.39,3,TikTok,3.68,4.04,1.15,Professional,Widowed,6700.73,PC,90.57,0,6.54,2.12,0.83,3.86,5.69,20,2.62,Series,Networking,Netflix,0.48,6,0.08,45,3.32,Yes,8,Tablet,Unlimited,Low,5,6,390.4
538,25,Other,Germany,4.95,7.2,1,TikTok,3.36,5.65,2.11,Retired,Married,4939.56,Tablet,48.28,2,6.69,2.94,1.9,6.17,9.85,158,1.08,Movies,Education,YouTube,0.52,9,2.42,7,3.31,Yes,9,Smartphone,Unlimited,High,7,3,404.1
539,36,Male,Australia,2.32,4.37,3,Instagram,1.23,0.86,1.8,Professional,Single,9569.37,PC,23.18,2,7.68,0.54,0.71,5.53,2.18,28,3.71,Movies,Entertainment,Spotify,3.39,4,0.42,5,4.68,Yes,1,Tablet,10GB,High,4,1,443.21
540,19,Other,India,6.31,4.88,1,YouTube,0.9,1.2,0.4,Professional,Widowed,2411.18,Tablet,87.56,1,4.23,1.35,2.16,7.27,10.85,145,0.71,Series,Entertainment,Spotify,2.19,7,0.19,38,3.94,No,2,Smart TV,Unlimited,High,5,9,164.74
541,62,Other,Germany,0.62,9.02,5,Twitter,1.48,5.44,1.42,Unemployed,Widowed,3383.82,PC,78.29,3,6.32,1.13,3.75,9.87,4.02,147,0.78,Movies,Networking,YouTube,0.32,4,0.63,34,4.36,No,5,Smartphone,Unlimited,Moderate,3,3,248.74
542,44,Male,India,4.16,7.9,1,Twitter,0.36,3.89,4.72,Retired,Widowed,1799.42,Smartphone,22.45,3,5.82,1.27,2.77,3.26,6.09,111,1.6,Series,Networking,Netflix,2.13,9,2.67,9,4.37,Yes,2,Smart TV,10GB,Low,7,3,138.79
543,24,Other,USA,7.44,5.59,5,Instagram,2.04,5.38,0.62,Retired,Divorced,4116.46,PC,91.8,0,8.53,2.78,1.49,8.21,6.87,141,2.1,Short Videos,Entertainment,YouTube,3.69,1,2.69,21,0.86,No,2,PC,Unlimited,Low,6,8,63.69
544,47,Male,Canada,5.83,5.59,2,Facebook,4.86,5.23,3.82,Professional,Single,4085.84,Smartphone,45.2,4,6.92,1.69,3.87,0.72,2.55,160,0.65,Movies,News,YouTube,1.3,2,2.8,24,2.8,Yes,4,Tablet,Unlimited,Low,2,2,257.29
545,45,Male,Canada,3.84,0.99,3,YouTube,1.05,4.71,5.0,Unemployed,Widowed,6236.95,PC,79.98,0,7.42,0.68,2.86,0.95,9.37,65,4.84,Short Videos,News,YouTube,0.58,8,1.88,20,1.36,Yes,2,Smart TV,10GB,Moderate,7,9,26.87
546,31,Male,Australia,1.14,7.65,3,YouTube,4.41,3.42,1.14,Retired,Divorced,9926.45,Tablet,38.02,1,4.28,0.14,3.61,8.64,2.13,87,1.46,Movies,Education,YouTube,1.86,4,2.28,20,0.74,Yes,8,PC,10GB,High,6,4,430.48
547,18,Other,Australia,7.54,2.85,3,YouTube,3.51,2.85,1.86,Retired,Divorced,6839.75,Smartphone,40.12,1,4.6,2.01,3.8,1.93,9.16,126,1.45,Series,Entertainment,Amazon Prime,2.5,6,1.45,41,4.45,No,9,PC,Unlimited,Moderate,4,4,268.09
548,47,Female,Germany,7.62,3.06,1,YouTube,3.59,4.98,3.61,Professional,Divorced,4984.33,Smartphone,48.02,1,7.3,0.74,0.58,8.65,3.27,90,4.87,Series,Networking,Amazon Prime,2.48,3,2.31,18,0.95,Yes,8,Tablet,Unlimited,High,8,5,39.62
549,40,Female,Germany,6.06,8.21,2,Instagram,3.17,5.96,0.79,Retired,Married,3226.81,Tablet,78.07,1,7.63,1.76,3.78,5.44,9.5,183,3.35,Movies,Entertainment,Spotify,0.91,7,0.68,42,1.28,No,6,PC,Unlimited,Moderate,6,4,346.9
550,53,Male,UK,5.03,2.97,4,Facebook,2.68,6.05,0.05,Unemployed,Widowed,659.18,Smartphone,64.25,0,8.33,1.2,3.29,7.28,6.76,178,1.0,Movies,Entertainment,Amazon Prime,3.66,6,2.85,25,1.17,No,2,Tablet,50GB,Low,7,6,478.14
551,40,Other,USA,5.27,3.88,1,Instagram,4.5,3.94,0.8,Retired,Divorced,6016.61,Smartphone,82.84,1,6.86,2.52,0.96,6.72,9.68,110,5.18,Short Videos,Entertainment,Amazon Prime,0.75,5,2.21,39,1.18,No,2,Smart TV,50GB,Low,3,3,98.79
552,57,Other,Canada,4.24,4.27,4,Instagram,0.23,6.86,1.28,Retired,Single,8883.89,Smartphone,51.63,0,8.46,0.22,3.61,9.59,4.11,26,2.69,News,News,Netflix,2.86,6,2.36,30,0.0,Yes,2,Smart TV,50GB,Moderate,9,3,290.08
553,41,Female,India,1.81,1.29,4,Facebook,3.47,0.66,2.02,Professional,Divorced,3494.38,Smartphone,84.87,4,8.11,2.51,0.26,9.95,9.29,76,3.48,Short Videos,Networking,YouTube,2.46,9,0.09,32,1.97,Yes,9,Tablet,10GB,Moderate,7,8,485.5
554,42,Female,USA,5.49,4.67,2,Facebook,1.42,5.66,3.12,Unemployed,Married,5213.97,Tablet,25.15,4,6.35,2.66,0.59,9.66,4.87,128,2.54,News,News,YouTube,3.15,6,0.9,49,3.8,Yes,8,PC,Unlimited,Moderate,9,7,101.32
555,58,Female,Australia,1.27,9.54,4,YouTube,3.84,4.19,2.67,Unemployed,Divorced,6561.07,PC,81.28,5,5.43,1.15,2.11,0.95,8.88,53,4.09,News,Networking,Amazon Prime,2.34,3,1.52,26,4.66,Yes,3,PC,50GB,High,9,5,466.54
556,33,Female,UK,6.21,3.23,2,TikTok,1.7,4.57,2.16,Professional,Single,2952.69,Tablet,94.3,5,8.62,0.09,1.42,1.55,6.93,198,1.56,Series,Education,YouTube,1.59,1,1.82,43,4.25,No,6,Tablet,50GB,Low,7,1,279.25
557,19,Female,Australia,3.77,6.78,3,Instagram,2.91,0.93,4.87,Student,Divorced,9766.35,Tablet,37.75,5,4.92,2.87,3.9,9.3,11.44,18,4.37,Movies,Networking,Netflix,1.95,7,0.06,9,1.52,Yes,2,Smart TV,50GB,Low,4,4,156.56
558,14,Male,Canada,5.13,1.9,4,Instagram,1.95,2.23,4.91,Student,Widowed,1514.91,Smartphone,59.15,5,6.55,2.61,0.85,9.23,5.29,28,3.48,Series,Education,YouTube,1.71,1,2.62,36,2.23,Yes,5,PC,Unlimited,Moderate,1,7,412.1
559,52,Other,Australia,5.85,2.19,1,YouTube,0.51,4.85,4.72,Retired,Married,2450.43,PC,34.54,3,8.8,2.11,2.31,6.82,2.35,82,2.19,Movies,Entertainment,YouTube,2.02,8,2.6,2,3.33,Yes,7,Smartphone,10GB,Moderate,4,3,231.0
560,45,Other,Germany,5.7,1.41,1,Twitter,2.6,0.61,4.88,Student,Divorced,7380.59,PC,61.45,5,4.17,0.01,1.11,5.33,2.95,134,2.28,Movies,Networking,Netflix,0.46,8,1.98,0,1.11,No,9,Tablet,10GB,High,6,2,480.54
561,49,Other,Canada,3.37,2.58,5,Instagram,1.47,1.74,0.84,Unemployed,Single,7624.36,PC,21.61,2,6.9,1.48,0.08,2.13,9.61,193,5.06,Movies,Education,Netflix,1.93,9,1.88,27,4.81,No,4,Tablet,Unlimited,Moderate,3,1,292.92
562,24,Other,India,3.93,1.58,1,TikTok,3.25,2.55,4.08,Unemployed,Divorced,1035.69,Smartphone,40.33,1,8.69,0.49,1.54,8.92,10.94,139,5.13,News,Networking,Spotify,0.66,1,1.58,31,2.58,Yes,5,PC,10GB,Low,3,6,354.41
563,20,Other,Australia,1.25,6.63,2,Twitter,4.04,2.34,4.01,Unemployed,Widowed,8954.61,Tablet,27.05,5,8.37,0.62,0.08,2.29,3.13,114,1.44,Short Videos,Entertainment,Netflix,1.78,8,0.94,43,2.04,Yes,4,Smart TV,50GB,Moderate,1,4,495.8
564,13,Female,USA,0.89,9.48,5,Facebook,1.73,1.59,1.53,Retired,Married,9042.5,Smartphone,26.22,2,7.26,1.82,2.9,0.92,10.87,97,3.88,Movies,News,Spotify,1.74,7,2.46,23,0.58,No,3,Smartphone,50GB,Low,9,1,27.56
565,31,Male,Canada,6.08,4.14,4,Facebook,4.94,2.31,0.95,Unemployed,Married,2152.8,PC,57.09,1,7.82,2.05,1.4,2.95,11.73,88,1.23,Series,Education,Netflix,3.45,3,2.24,43,1.86,Yes,8,Tablet,Unlimited,High,9,5,105.36
566,43,Male,USA,6.24,5.28,3,Twitter,3.45,1.88,1.67,Unemployed,Married,6537.49,PC,52.09,5,5.89,1.62,0.71,3.23,7.81,190,3.38,Series,News,Spotify,3.38,8,1.97,19,3.88,No,4,Smart TV,50GB,High,4,8,167.16
567,33,Other,USA,3.77,2.82,2,Twitter,4.06,3.21,1.58,Unemployed,Married,7840.01,Tablet,27.2,4,7.46,2.25,2.6,5.16,4.18,160,4.77,News,Entertainment,Spotify,0.04,6,2.64,17,1.19,No,6,Tablet,10GB,Low,5,4,59.02
568,35,Male,Australia,5.98,4.39,1,Instagram,4.86,2.54,4.01,Retired,Widowed,7545.48,PC,56.82,3,7.3,2.18,1.7,0.86,11.01,111,4.76,Series,Entertainment,Amazon Prime,0.85,4,1.98,21,3.24,Yes,7,Tablet,10GB,High,9,4,128.33
569,60,Other,Canada,5.22,1.68,1,Facebook,3.84,0.77,0.85,Retired,Widowed,1877.94,Smartphone,7.38,5,8.27,0.13,2.87,7.94,2.8,98,4.31,Movies,News,Netflix,3.23,6,0.08,19,1.62,No,6,Smartphone,Unlimited,High,6,9,1.58
570,31,Other,Germany,6.28,3.87,3,Facebook,3.37,3.74,4.61,Retired,Divorced,4989.26,PC,36.6,1,7.73,2.83,3.43,9.62,8.2,50,1.11,News,Education,Spotify,3.66,8,1.2,20,2.66,Yes,3,Smart TV,10GB,Moderate,1,3,492.63
571,39,Other,Australia,3.33,7.2,5,TikTok,0.62,3.41,1.13,Professional,Divorced,2971.61,Smartphone,95.9,4,4.19,1.96,1.89,1.01,7.06,138,5.94,News,News,Spotify,1.86,1,1.93,9,2.94,Yes,4,Tablet,10GB,Low,6,7,311.48
572,53,Other,USA,0.68,8.25,3,YouTube,2.88,5.36,1.77,Student,Widowed,2235.34,Smartphone,94.38,5,8.03,1.56,1.59,7.19,2.84,52,2.27,Movies,Entertainment,Amazon Prime,2.61,7,1.26,40,3.93,Yes,3,Tablet,10GB,Moderate,1,6,472.83
573,33,Male,Germany,0.84,1.01,4,Facebook,4.88,3.5,0.89,Student,Married,1239.69,Smartphone,5.2,2,8.63,0.3,3.76,8.81,4.07,175,4.74,Series,Networking,Spotify,0.63,1,1.37,31,4.72,Yes,1,Smart TV,50GB,Low,3,4,35.66
574,45,Other,Australia,0.71,5.6,4,YouTube,3.85,3.51,3.14,Student,Widowed,5031.61,Tablet,63.04,2,8.52,0.37,0.04,8.95,10.69,117,0.9,Movies,News,Netflix,3.48,8,0.81,10,2.11,No,1,PC,10GB,Low,1,2,328.02
575,57,Other,UK,0.51,3.8,4,Twitter,4.16,0.95,0.91,Retired,Widowed,8727.23,PC,19.17,4,4.3,2.54,0.68,0.72,6.31,106,3.09,Short Videos,Education,Netflix,3.27,6,0.08,27,2.36,Yes,3,Tablet,Unlimited,Moderate,6,7,308.15
576,62,Male,Germany,4.27,9.3,1,YouTube,1.22,3.75,4.02,Professional,Single,8185.09,PC,44.8,0,6.21,2.74,3.32,2.07,3.59,83,1.84,Movies,Networking,Spotify,2.93,5,1.45,24,1.46,Yes,2,Smart TV,50GB,Low,7,1,271.66
577,20,Other,Australia,7.09,7.38,2,Facebook,2.07,5.17,4.86,Retired,Single,5701.98,Tablet,78.85,2,5.14,0.89,1.35,9.69,4.79,154,1.01,Movies,Networking,Netflix,3.23,4,0.97,48,2.16,Yes,1,Tablet,10GB,Moderate,1,4,215.95
578,61,Male,Australia,6.85,7.84,1,Instagram,4.61,3.31,0.63,Retired,Divorced,8133.11,Smartphone,27.24,0,4.87,0.09,3.57,5.25,6.79,194,4.05,Short Videos,News,Amazon Prime,2.17,2,0.87,8,3.86,No,2,PC,50GB,High,6,5,271.42
579,38,Other,USA,4.39,9.26,5,Twitter,4.52,6.3,1.89,Student,Single,1979.34,Tablet,7.17,3,8.04,2.71,1.11,3.7,10.09,112,2.48,Short Videos,News,Spotify,0.26,2,0.77,35,3.9,No,9,Smart TV,Unlimited,High,5,5,387.75
580,26,Female,Australia,3.71,5.44,3,Instagram,4.89,1.32,3.96,Unemployed,Single,4724.32,Smartphone,36.68,3,7.79,2.19,2.18,9.61,3.63,89,1.2,News,Entertainment,YouTube,1.96,3,1.52,30,2.58,Yes,1,Smartphone,Unlimited,High,7,8,29.63
581,36,Female,UK,5.15,8.18,5,Facebook,1.78,6.28,3.45,Retired,Divorced,6519.38,Smartphone,21.86,0,5.26,2.15,3.52,5.08,2.98,192,4.28,News,Entertainment,Netflix,3.5,5,2.93,37,0.92,Yes,1,Smartphone,10GB,Low,6,9,189.25
582,63,Male,Canada,3.38,2.69,1,TikTok,4.38,1.96,2.45,Professional,Single,1053.15,Smartphone,37.7,3,6.49,0.88,3.37,1.69,11.21,40,1.71,Series,Education,YouTube,0.82,9,2.51,6,2.27,No,7,Tablet,Unlimited,Moderate,4,6,227.9
583,38,Male,USA,3.08,9.87,3,YouTube,4.97,6.57,3.79,Unemployed,Married,6821.91,Smartphone,80.46,4,5.2,1.03,1.63,6.6,10.3,27,1.07,News,Education,YouTube,0.52,9,1.71,18,0.36,No,7,Smartphone,50GB,Low,5,7,421.51
584,30,Male,India,2.82,9.06,2,Twitter,2.89,5.08,1.3,Professional,Married,8510.2,Tablet,51.41,3,5.78,1.88,2.03,6.5,8.75,140,2.24,News,Education,YouTube,1.72,3,1.01,27,1.0,Yes,9,Smart TV,50GB,Moderate,5,3,243.68
585,45,Female,UK,3.36,2.72,3,Twitter,2.6,0.97,2.11,Student,Single,9712.31,Tablet,65.62,0,7.82,0.88,2.62,2.4,5.73,107,2.57,News,Networking,Netflix,3.92,4,2.87,2,3.82,Yes,1,PC,50GB,Moderate,4,7,200.45
586,25,Other,Germany,6.94,4.59,2,YouTube,4.71,3.19,3.8,Professional,Married,6184.65,PC,51.24,3,7.22,0.33,2.73,5.33,5.48,137,0.81,Series,News,Spotify,1.36,7,1.5,38,1.45,Yes,2,Smartphone,50GB,Low,8,1,142.43
587,16,Other,India,7.66,6.96,4,TikTok,3.83,4.62,4.93,Professional,Widowed,3906.01,Smartphone,49.58,1,4.95,1.2,3.19,7.04,5.09,46,5.87,Movies,Networking,YouTube,2.47,1,2.65,6,0.48,Yes,8,Smart TV,10GB,High,5,4,310.61
588,19,Male,USA,1.63,6.13,5,Facebook,1.91,6.67,1.49,Professional,Widowed,5311.52,Smartphone,97.43,5,8.72,0.99,3.25,7.35,11.91,52,4.64,Short Videos,Networking,Netflix,1.72,8,2.13,26,4.0,No,2,PC,50GB,Low,5,3,113.55
589,19,Male,India,4.51,7.57,2,Facebook,3.37,2.11,2.8,Student,Single,8133.54,Smartphone,35.17,0,8.24,1.0,1.86,1.62,2.4,113,5.12,Movies,Education,YouTube,3.99,7,1.37,8,1.16,No,5,Smartphone,10GB,Moderate,1,9,118.9
590,20,Male,Canada,6.62,8.82,4,Instagram,1.58,2.65,3.41,Unemployed,Married,3276.63,PC,75.57,2,4.33,0.84,0.81,8.83,5.29,111,5.46,Movies,Education,Netflix,2.42,3,1.42,18,1.25,Yes,7,Smart TV,Unlimited,Low,7,6,58.52
591,20,Male,USA,2.03,9.59,5,Twitter,4.78,6.75,0.89,Professional,Divorced,4084.57,Tablet,93.95,2,7.02,1.02,3.39,9.85,11.06,97,3.37,Movies,News,Netflix,2.1,2,0.23,26,0.65,No,6,Smartphone,50GB,Low,8,4,97.61
592,46,Other,India,5.46,7.54,5,Twitter,1.2,4.64,1.08,Professional,Widowed,2159.55,Smartphone,95.14,5,7.13,1.79,0.14,9.1,2.36,186,5.97,News,Education,YouTube,1.32,2,1.58,7,2.86,No,7,Tablet,50GB,High,6,3,133.17
593,22,Female,India,2.33,4.99,1,TikTok,1.03,5.8,4.69,Retired,Single,8926.62,Tablet,70.64,5,8.32,0.2,2.11,2.47,9.35,72,5.89,Movies,Networking,Amazon Prime,2.37,9,0.03,2,0.69,Yes,8,Smartphone,10GB,High,6,3,330.37
594,30,Other,USA,3.26,7.03,4,Facebook,3.62,5.83,2.22,Student,Married,2806.38,PC,91.87,2,7.62,0.68,1.26,7.05,8.89,34,4.14,News,Education,Amazon Prime,3.68,6,0.2,37,4.39,No,4,Tablet,Unlimited,High,7,4,161.45
595,59,Other,Australia,0.99,5.73,2,Twitter,1.08,5.68,2.86,Professional,Widowed,9420.98,Smartphone,36.93,3,6.36,1.4,0.66,4.43,5.67,85,4.15,News,News,Amazon Prime,0.99,8,1.18,37,0.52,No,7,PC,50GB,Moderate,3,8,379.78
596,37,Other,India,3.55,8.34,1,TikTok,4.05,1.42,4.11,Unemployed,Single,1722.47,PC,75.94,2,4.9,2.41,3.25,7.88,5.19,10,5.68,Series,Entertainment,Spotify,3.52,7,2.32,5,3.95,Yes,4,PC,50GB,Moderate,9,6,427.52
597,47,Other,Australia,2.59,6.13,1,Facebook,3.26,1.31,0.81,Student,Married,5081.32,Tablet,75.61,0,4.3,1.39,1.42,4.99,4.75,182,3.24,Series,Education,Amazon Prime,2.28,7,2.06,13,1.69,No,7,Smart TV,50GB,Low,2,4,166.46
598,21,Other,USA,2.16,5.91,3,Instagram,4.75,4.36,2.29,Professional,Widowed,1851.58,Tablet,54.91,2,4.99,2.75,1.67,8.82,8.6,163,4.92,Series,News,Amazon Prime,3.45,4,1.38,1,2.7,Yes,9,Tablet,Unlimited,High,6,9,236.99
599,23,Female,Australia,3.9,8.88,3,YouTube,3.61,4.81,1.1,Professional,Single,5720.25,PC,32.94,5,6.11,2.16,3.33,0.64,4.68,88,0.7,Series,Education,Amazon Prime,0.06,6,1.6,45,2.62,Yes,3,Smart TV,Unlimited,High,2,6,87.79
600,15,Male,Australia,0.91,9.05,1,Facebook,4.8,1.64,3.18,Professional,Widowed,1263.74,Tablet,41.23,2,7.32,1.73,3.9,3.86,11.5,54,5.04,Short Videos,Networking,Netflix,1.53,4,2.48,0,1.36,No,7,PC,Unlimited,High,2,1,151.65
601,21,Female,Germany,7.46,7.68,4,Instagram,2.96,1.28,3.26,Student,Single,7616.63,Tablet,87.31,5,8.27,1.78,2.21,2.03,8.41,178,1.12,Short Videos,Entertainment,Spotify,3.29,1,2.84,30,0.47,No,1,Smart TV,Unlimited,Low,9,1,322.38
602,27,Female,Australia,7.01,1.56,2,YouTube,2.58,3.83,0.43,Student,Married,3387.22,PC,77.67,2,7.91,2.32,1.92,5.33,6.95,76,3.67,Short Videos,Entertainment,YouTube,1.32,9,2.76,5,4.94,Yes,1,Smart TV,Unlimited,High,2,1,123.61
603,22,Female,Canada,1.95,1.73,2,Facebook,4.95,1.7,2.86,Student,Divorced,2656.86,Tablet,44.88,3,4.54,2.89,0.42,6.1,8.87,35,5.8,News,Entertainment,Amazon Prime,2.19,3,0.88,30,0.82,No,5,Smart TV,10GB,High,4,9,380.15
604,17,Female,India,5.8,2.41,2,Instagram,4.82,4.54,4.38,Unemployed,Widowed,4633.57,PC,9.04,4,7.04,0.82,1.95,3.38,9.73,178,3.09,Movies,Education,YouTube,0.24,8,1.33,40,1.15,Yes,1,Smartphone,10GB,Low,9,2,292.56
605,19,Male,Canada,2.87,2.73,1,TikTok,3.47,5.31,2.64,Professional,Married,3285.18,Smartphone,61.69,1,7.59,0.36,1.99,9.99,2.05,114,5.8,News,Education,YouTube,2.37,4,1.22,11,2.38,Yes,7,Tablet,10GB,High,9,9,434.84
606,36,Other,Australia,5.78,8.88,5,Instagram,3.45,0.78,4.58,Student,Widowed,5747.26,Tablet,62.07,5,5.26,2.18,2.57,9.24,8.36,70,3.52,Short Videos,Networking,Spotify,0.3,2,1.72,26,2.62,Yes,9,Tablet,10GB,Low,9,4,131.13
607,23,Female,UK,2.26,7.19,1,Facebook,0.92,4.95,2.8,Student,Divorced,4274.02,PC,19.06,0,4.26,1.62,3.7,3.12,6.81,67,5.97,News,News,YouTube,3.76,1,2.08,23,4.59,Yes,3,Smartphone,50GB,Moderate,6,1,434.44
608,31,Male,UK,5.68,4.5,1,TikTok,2.4,1.74,2.25,Unemployed,Divorced,7274.7,Smartphone,33.08,0,4.77,1.97,3.49,6.9,9.66,148,2.31,News,Entertainment,Netflix,1.33,7,2.01,0,2.23,Yes,1,Smartphone,10GB,High,1,6,157.2
609,39,Other,USA,7.26,1.48,1,Instagram,0.72,1.17,2.28,Professional,Married,8683.15,Smartphone,75.53,1,4.94,0.46,0.27,0.65,2.43,71,2.62,Movies,Networking,Spotify,3.05,1,0.21,45,4.84,No,9,Tablet,10GB,Moderate,9,7,441.55
610,48,Other,USA,1.52,5.28,5,Facebook,0.3,6.84,4.37,Professional,Married,5264.9,Smartphone,25.44,1,5.6,1.31,3.72,5.12,6.89,164,4.26,Series,Education,YouTube,1.21,7,0.12,15,4.22,Yes,7,Smartphone,Unlimited,Moderate,1,9,221.24
611,15,Male,Canada,0.98,7.9,5,Facebook,0.68,2.13,1.85,Retired,Widowed,8479.52,Smartphone,88.03,4,8.16,1.56,1.44,2.09,2.82,140,1.72,Short Videos,Education,Netflix,2.04,8,2.84,31,4.87,Yes,9,PC,50GB,High,3,4,442.26
612,54,Other,USA,6.16,5.96,1,Instagram,2.61,2.0,1.01,Retired,Widowed,1127.59,Tablet,11.23,5,4.88,2.65,0.39,4.89,10.94,122,3.0,Short Videos,Entertainment,YouTube,3.39,5,2.85,32,1.12,Yes,5,Tablet,10GB,Low,5,3,263.9
613,45,Male,UK,3.14,6.48,3,TikTok,1.18,3.85,1.9,Student,Single,5132.31,Smartphone,73.69,3,6.58,0.95,1.22,2.57,10.28,58,4.56,Series,Entertainment,Netflix,0.22,9,1.91,47,0.01,No,3,Tablet,Unlimited,Low,9,6,403.26
614,17,Female,UK,2.08,1.28,2,Twitter,4.61,4.82,4.15,Professional,Single,5375.17,Tablet,61.06,3,5.68,0.37,1.77,0.68,7.16,141,3.69,News,Entertainment,Spotify,0.01,1,0.58,15,0.08,Yes,1,Smartphone,10GB,High,2,2,434.49
615,58,Male,Australia,6.42,1.56,3,TikTok,4.87,3.45,2.13,Unemployed,Divorced,6190.02,PC,91.71,5,5.65,2.88,3.1,1.04,2.49,158,5.18,Series,Networking,Netflix,2.56,3,0.96,29,4.15,Yes,7,Smartphone,Unlimited,Moderate,6,6,1.94
616,60,Other,UK,6.37,6.19,1,Twitter,0.28,3.79,3.34,Professional,Single,8226.73,PC,53.31,4,4.98,0.7,2.54,5.48,11.5,79,4.69,News,Education,Netflix,3.33,9,2.91,35,2.13,Yes,5,Smart TV,50GB,High,6,2,280.07
617,16,Male,USA,4.58,2.72,5,Instagram,1.78,5.99,2.3,Professional,Widowed,5311.19,Smartphone,71.13,0,6.86,1.36,3.82,4.86,8.54,91,4.07,Short Videos,Education,Spotify,3.32,3,0.42,23,0.66,No,1,Smart TV,10GB,Moderate,5,3,445.51
618,27,Male,USA,7.7,8.8,3,TikTok,1.52,6.7,4.32,Unemployed,Married,9591.14,PC,97.23,2,5.07,1.77,3.83,6.01,11.98,13,3.77,Series,Entertainment,Netflix,3.69,9,2.18,15,0.44,No,8,PC,10GB,High,4,9,334.51
619,54,Female,Canada,2.93,7.59,2,TikTok,3.88,1.58,1.6,Professional,Divorced,8412.62,PC,22.94,0,7.47,1.12,3.21,0.88,5.18,88,4.93,Short Videos,News,YouTube,0.17,6,2.64,0,0.39,Yes,1,Tablet,Unlimited,Moderate,9,3,423.02
620,51,Male,Germany,3.1,3.96,1,Twitter,3.46,0.51,4.88,Professional,Married,8869.7,Smartphone,86.66,4,8.47,1.54,1.72,4.37,6.4,143,5.2,Short Videos,Entertainment,YouTube,0.21,3,0.77,40,0.26,Yes,8,Smart TV,50GB,Moderate,1,8,365.29
